6.874619913482362676e-01,5.031324094847664519e-01,3.620507066578906169e-02,6.020016950359727281e-02,6.020016950359727281e-02,1.704572175801083223e+00,1.704572175801083223e+00,1.526422269050196380e-02,1.526422269050196380e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.002516973613539530e-01,6.966562849823497716e-01,2.728541654694185414e-01,7.775164672456412809e-04,7.775164672456412809e-04,1.342029356728497103e+00,1.342029356728497103e+00,2.506883021500607833e-03,2.506883021500607833e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.521910697183348309e-02,3.930911192994065440e-01,6.109252776674927166e-01,2.178872449153811119e-02,2.178872449153811119e-02,1.020275170137103782e+00,1.020275170137103782e+00,4.697932885560664878e-03,4.697932885560664878e-03,2.191049864060057046e-03,0.000000000000000000e+00
1.884065883759181992e-01,1.720700552625569575e-03,1.755361687269798299e-01,6.608455044956123015e-01,6.608455044956123015e-01,7.585336202767621883e-01,7.585336202767621883e-01,9.853835628967003504e-03,9.853835628967003504e-03,7.759890291866629130e-98,1.157106314639447030e-126
1.884065883759181992e-01,1.720700552625569575e-03,1.755361687269798299e-01,6.608455044956123015e-01,6.608455044956123015e-01,7.585336202767621883e-01,7.585336202767621883e-01,9.853835628967003504e-03,9.853835628967003504e-03,7.759890291866629130e-98,1.157106314639447030e-126
3.074352628116858166e-01,4.446125785210072179e-01,2.524749262042058073e-01,1.663877242784067012e-01,1.663877242784067012e-01,9.094949398226908066e-01,9.094949398226908066e-01,4.328889811959828193e-02,4.328889811959828193e-02,2.900150091758741874e-03,3.857021048798156492e-127
3.074352628116858166e-01,4.446125785210072179e-01,2.524749262042058073e-01,1.663877242784067012e-01,1.663877242784067012e-01,9.094949398226908066e-01,9.094949398226908066e-01,4.328889811959828193e-02,4.328889811959828193e-02,2.900150091758741874e-03,3.857021048798156492e-127
4.065726911984696851e-02,1.848652821239253966e-02,6.648260994900295762e-02,1.392760464415708969e-24,1.392760464415708969e-24,1.395103095241117530e-01,1.395103095241117530e-01,6.404711615619155252e-01,6.404711615619155252e-01,9.503853849256946318e-02,1.029535477474324313e-02
4.065726911984696851e-02,1.848652821239253966e-02,6.648260994900295762e-02,1.392760464415708969e-24,1.392760464415708969e-24,1.395103095241117530e-01,1.395103095241117530e-01,6.404711615619155252e-01,6.404711615619155252e-01,9.503853849256946318e-02,1.029535477474324313e-02
0.000000000000000000e+00,0.000000000000000000e+00,1.034434245065900369e-45,4.185478033764524391e-17,4.185478033764524391e-17,4.243201933990530667e-02,4.243201933990530667e-02,1.440128844392191687e-01,1.440128844392191687e-01,5.564658570336238341e-01,1.702237148462530658e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.255643410129357317e-16,1.255643410129357317e-16,1.255643410129357317e-16,1.255643410129357317e-16,5.637091142812186706e-02,5.637091142812186706e-02,4.005340104521273870e-01,3.506098440604262789e-01
