1.17606478,0.554623162,0.232896658,0.227716923,0.419475052,0.303821434,0.197725319,0.212438933,0.066611454,0.018699795
0.587529888,1.12573338,0.417421851,0.238449469,0.370695476,0.380721042,0.185719032,0.107258591,0.05018943,0.019176527
0.540069942,0.913754788,1.520123561,0.69047167,0.63494308,0.859552826,0.537124881,0.213068643,0.123722051,0.067380256
0.578921242,0.572256433,0.756982754,1.287590239,0.912422736,0.834878491,0.706700826,0.325713628,0.173667798,0.145438515
1.021089251,0.851817761,0.666514902,0.873640538,1.425624195,1.015409981,0.678580824,0.384609673,0.21883404,0.185097389
0.793218599,0.93830754,0.967732121,0.857368631,1.089056043,1.628303318,0.837681631,0.43258273,0.335983293,0.365484037
0.572673596,0.507778183,0.670870005,0.805109573,0.807387941,0.929288872,1.211741845,0.651306103,0.523206523,0.593946052
0.51266793,0.244331951,0.221723002,0.309165618,0.3812756,0.399830455,0.542651957,0.921856448,0.609210323,0.429236064
0.117069259,0.08326748,0.093769162,0.120059118,0.157997813,0.226174031,0.317492772,0.443695461,0.994894765,0.376946705
0.017247731,0.016697001,0.026800362,0.052768007,0.070136177,0.129123705,0.1891551,0.164066974,0.197823498,0.362196907
