9.535680975,2.732347014,0.472664259,0.555106007,1.10875126,0.500033052,0.217870818,0.206522148,0.091962133,0.045599291
2.89458268,15.52886282,1.443385263,0.501294748,0.88590869,0.920933994,0.332583175,0.237625626,0.114169045,0.063528884
1.096085602,3.159605736,7.964256214,1.473252713,1.140363206,1.64568176,0.934096068,0.461282107,0.276846942,0.224727711
1.411191433,1.203042546,1.615161508,3.188285846,1.691841693,1.309610825,1.240008873,0.642271796,0.337037625,0.303380735
2.69897714,2.035732909,1.19706281,1.6199369,2.751506638,1.585360364,1.065988859,0.789140388,0.417210676,0.403975046
1.305475084,2.269671783,1.852809467,1.344885645,1.700335596,2.592307719,1.241607475,0.751264314,0.553442495,0.497751391
0.631002846,0.909311495,1.166674511,1.412669649,1.268322998,1.37737963,1.909916283,0.944472593,0.596361658,0.866347494
0.498367169,0.54129167,0.480015116,0.609631946,0.782280908,0.694376675,0.786887641,1.322817791,0.686188421,0.595019666
0.161624441,0.189420447,0.209827908,0.233004124,0.301229174,0.372568026,0.361881264,0.499756063,1.053757211,0.588508318
0.042057849,0.055314024,0.089388181,0.110070798,0.153081397,0.175852066,0.275904162,0.227434737,0.308841405,0.678073308
