6.139521635,1.926971663,0.508912778,0.552177362,0.946217354,0.588197396,0.372046793,0.282675206,0.150814853,0.100146613
2.052716593,10.50483935,1.661601517,0.842101109,0.998116813,0.848415614,0.436212647,0.28147146,0.170635095,0.084606018
1.175997998,3.604535406,11.19323165,2.772742959,1.870252187,2.127819976,1.326888429,0.639368198,0.377414073,0.225312969
1.364982707,1.954201829,2.966184576,5.284430071,2.841996431,2.231807079,1.764327326,0.917484745,0.541241454,0.645424932
2.224042712,2.202378931,1.902361938,2.702265308,4.143537718,2.583084584,1.659840176,1.021883341,0.627973156,0.704892699
1.588982315,2.15161065,2.487524571,2.43894333,2.968759698,4.059866174,2.130055668,1.198154122,0.853320598,0.765497433
1.054846663,1.161056821,1.628037859,2.023598731,2.002166169,2.235566162,2.744605715,1.57873645,1.038981541,1.102050022
0.67532923,0.63126834,0.661014967,0.886689654,1.038643729,1.059590166,1.330255233,2.199995059,1.552728655,1.184536175
0.238546946,0.253363583,0.258334989,0.346320604,0.422588752,0.499627372,0.579621355,1.02800066,2.474091907,1.803649486
0.087748128,0.069588621,0.085429465,0.228767974,0.262752654,0.248275469,0.340572296,0.434415844,0.999042235,1.457205269
