1.494310784034603157e-01,1.772221197020069222e-02,1.163606575514137151e-15,8.795410965153608110e-03,8.795410965153608110e-03,2.684336605269501200e-02,2.684336605269501200e-02,2.201487825275445006e-03,2.201487825275445006e-03,3.356264581126428334e-05,1.250317865212170662e-71
3.408892283242394294e-02,2.707680440007707912e+00,5.333783380003456198e-01,1.525345799870084576e-02,1.525345799870084576e-02,1.035139067394353074e-01,1.035139067394353074e-01,7.428020182833046901e-03,7.428020182833046901e-03,1.160452888890256090e-82,4.403970567452371434e-101
8.601688386871113182e-04,9.701726180513146058e-01,2.280229529157524748e+00,1.292882134755078682e-01,1.292882134755078682e-01,1.150115071753188278e+00,1.150115071753188278e+00,1.143879136854965631e-02,1.143879136854965631e-02,1.160454526100820049e-82,3.258588185928753269e-106
1.911862262422326885e-44,2.579784526935075550e-50,8.557442418326244304e-02,7.156911432881329915e-01,7.156911432881329915e-01,1.723953837560796787e+00,1.723953837560796787e+00,4.256278100146750065e-02,4.256278100146750065e-02,6.885360144093497805e-05,1.117703228364464705e-46
1.911862262422326885e-44,2.579784526935075550e-50,8.557442418326244304e-02,7.156911432881329915e-01,7.156911432881329915e-01,1.723953837560796787e+00,1.723953837560796787e+00,4.256278100146750065e-02,4.256278100146750065e-02,6.885360144093497805e-05,1.117703228364464705e-46
3.680754222358648044e-03,1.995543517619174922e-01,3.319668155499994611e-01,4.807543238453544920e-01,4.807543238453544920e-01,3.756928482316805429e+00,3.756928482316805429e+00,1.020062900221342939e-01,1.020062900221342939e-01,8.608336853374600302e-06,3.661646476807636013e-06
3.680754222358648044e-03,1.995543517619174922e-01,3.319668155499994611e-01,4.807543238453544920e-01,4.807543238453544920e-01,3.756928482316805429e+00,3.756928482316805429e+00,1.020062900221342939e-01,1.020062900221342939e-01,8.608336853374600302e-06,3.661646476807636013e-06
7.869738024902645304e-03,2.320340195675018105e-02,6.563532239429759052e-02,2.137816131342718806e-01,2.137816131342718806e-01,4.980799443232177270e-01,4.980799443232177270e-01,2.259238287698675518e-02,2.259238287698675518e-02,2.214843502817503123e-50,1.548509944232085152e-50
7.869738024902645304e-03,2.320340195675018105e-02,6.563532239429759052e-02,2.137816131342718806e-01,2.137816131342718806e-01,4.980799443232177270e-01,4.980799443232177270e-01,2.259238287698675518e-02,2.259238287698675518e-02,2.214843502817503123e-50,1.548509944232085152e-50
2.631709410814637077e-76,1.760294503179853256e-75,1.588910189355128465e-05,9.865836587989123042e-06,9.865836587989123042e-06,9.258260715948379502e-03,9.258260715948379502e-03,3.277420292541999270e-05,3.277420292541999270e-05,2.276408146722343044e-05,6.860258961529071904e-06
1.305260081703272659e-129,7.817064755421919615e-81,1.407887068089753794e-68,9.300699289485965689e-06,9.300699289485965689e-06,6.476782190436233019e-05,6.476782190436233019e-05,9.247718413026245502e-06,9.247718413026245502e-06,9.247718413026245502e-06,1.357327834368798620e-51
