1.915564191997508603e-01,2.862206551082329131e-01,4.592439297673022724e-01,4.241234991704549984e-01,4.241234991704549984e-01,4.903542241886823527e-01,4.903542241886823527e-01,6.273012647968966293e-01,6.273012647968966293e-01,6.890837134592290303e-01,1.965595323013614448e-01
2.878211302477258760e-01,1.071633123071034921e-01,2.535014045025030249e-01,2.928338437247465786e-01,2.928338437247465786e-01,4.166607706449538262e-01,4.166607706449538262e-01,4.196281737072596330e-01,4.196281737072596330e-01,3.703228681698840785e-01,2.399386675588814910e-01
4.576357051109453677e-01,2.512165803469232350e-01,1.358073886552682852e-01,2.552041973803318986e-01,2.552041973803318986e-01,3.830418740815919043e-01,3.830418740815919043e-01,3.899398899237112581e-01,3.899398899237112581e-01,3.431687378032571845e-01,3.137133306406636457e-01
4.123981507956133719e-01,2.831601412841744381e-01,2.490211607097619906e-01,2.436573522026648231e-01,2.436573522026648231e-01,3.539688663470611507e-01,3.539688663470611507e-01,3.828744933811774054e-01,3.828744933811774054e-01,3.481112449917671547e-01,2.306616878112492941e-01
4.123981507956133719e-01,2.831601412841744381e-01,2.490211607097619906e-01,2.436573522026648231e-01,2.436573522026648231e-01,3.539688663470611507e-01,3.539688663470611507e-01,3.828744933811774054e-01,3.828744933811774054e-01,3.481112449917671547e-01,2.306616878112492941e-01
4.831053678379916283e-01,4.105300940844347490e-01,3.815278539435996707e-01,3.588702983102734501e-01,3.588702983102734501e-01,3.923384644575558799e-01,3.923384644575558799e-01,4.103590040058808230e-01,4.103590040058808230e-01,4.108090172209558633e-01,4.561000362776947425e-01
4.831053678379916283e-01,4.105300940844347490e-01,3.815278539435996707e-01,3.588702983102734501e-01,3.588702983102734501e-01,3.923384644575558799e-01,3.923384644575558799e-01,4.103590040058808230e-01,4.103590040058808230e-01,4.108090172209558633e-01,4.561000362776947425e-01
6.264708572897671468e-01,4.082264329701814631e-01,3.815338820470253745e-01,3.849689786857551921e-01,3.849689786857551921e-01,4.061154488110989003e-01,4.061154488110989003e-01,4.236986285217932413e-01,4.236986285217932413e-01,4.331942300254602030e-01,4.557773929288775894e-01
6.264708572897671468e-01,4.082264329701814631e-01,3.815338820470253745e-01,3.849689786857551921e-01,3.849689786857551921e-01,4.061154488110989003e-01,4.061154488110989003e-01,4.236986285217932413e-01,4.236986285217932413e-01,4.331942300254602030e-01,4.557773929288775894e-01
6.437296108790351301e-01,3.482542317927684317e-01,3.312318709774199066e-01,3.423407534205807345e-01,3.423407534205807345e-01,4.029913802184146854e-01,4.029913802184146854e-01,4.247082890463401705e-01,4.247082890463401705e-01,4.093359338095690081e-01,2.524597526092006716e-01
1.867241880661505982e-01,2.266567728078160704e-01,2.990518313217913060e-01,2.253376152503510643e-01,2.253376152503510643e-01,4.449189911066828707e-01,4.449189911066828707e-01,4.474714827468189160e-01,4.474714827468189160e-01,2.697900533831655845e-01,2.485558587422319055e-01
